Date,Last Px,P/C
2/25/15,18.65,1.3259
2/24/15,18.04,1.7351
2/23/15,18.11,1.2548
2/20/15,18.65,1.4255
2/19/15,19.1,1.4238
2/18/15,19.26,1.5466
2/17/15,19.79,1.5218
2/13/15,19.62,1.6397
2/12/15,19.18,2.3747
2/11/15,18.51,1.7151
2/10/15,18.94,1.9234
2/9/15,19.77,1.5808
2/6/15,19.47,0.9754
2/5/15,19.03,0.9227
2/4/15,18.28,2.0199
2/3/15,19.62,1.295
2/2/15,18.62,0.698
1/30/15,17.82,1.0328
1/29/15,16.68,1.0458
1/28/15,16.56,1.1507
1/27/15,17.21,1.9503
1/26/15,16.87,1.4449
1/23/15,17,1.2687
1/22/15,17.41,0.9718
1/21/15,17.77,1.1188
1/20/15,17.48,0.9765
1/16/15,18.33,1.1602
1/15/15,17.45,1.7387
1/14/15,18.27,1.6176
1/13/15,17.62,1.3204
1/12/15,17.41,1.438
1/9/15,18.28,0.801
1/8/15,18.55,0.9495
1/7/15,18.369,1.4321
1/6/15,18.05,1.7223
1/5/15,18.79,3.7529
1/2/15,19.89,1.0126
12/31/14,20.36,1.6042
12/30/14,20.293,1.0363
12/29/14,20.3,1.29
12/26/14,20.78,2.208
12/24/14,21.05,1.2427
12/23/14,21.56,1.2438
12/22/14,20.92,1.5362
12/19/14,21.96,1.2582
12/18/14,20.74,1.1187
12/17/14,21.34,1.5057
12/16/14,21.3,1.7869
12/15/14,21.06,1.8577
12/12/14,21.93,1.5186
12/11/14,22.68,1.3397
12/10/14,23.28,1.9373
12/9/14,24.2,1.5502
12/8/14,23.91,2.9907
12/5/14,24.96,0.869
12/4/14,25.34,1.1003
12/3/14,25.58,0.8878
12/2/14,25.58,2.3461
12/1/14,26.315,1.7651
11/28/14,25.58,2.8971
11/26/14,27.9,0.9861
11/25/14,28.03,1.1828
11/24/14,28.74,0.9957
11/21/14,29.1,1.3417
11/20/14,28.73,1.4713
11/19/14,28.25,1.2281
11/18/14,28.2,1.0352
11/17/14,28.679,1.0972
11/14/14,28.83,0.9608
11/13/14,28.29,1.6187
11/12/14,29.14,0.7094
11/11/14,29.42,1.7223
11/10/14,29.34,1.5269
11/7/14,29.76,1.1872
11/6/14,29.6,0.7378
11/5/14,29.95,1.8841
11/4/14,29.3,1.4284
11/3/14,29.76,1.4376
10/31/14,30.63,1.1291
10/30/14,30.76,1.5839
10/29/14,31.23,0.7295
10/28/14,30.82,1.7613
10/27/14,30.64,1.2612
10/24/14,30.88,1.4763
10/23/14,31.06,0.9709
10/22/14,30.55,2.3799
10/21/14,31.3,0.6232
10/20/14,31.14,1.0763
10/17/14,31.25,1.7952
10/16/14,31.1,0.7645
10/15/14,30.67,1.321
10/14/14,30.85,2.2513
10/13/14,31.99,1.1161
10/10/14,32.18,1.0039
10/9/14,32.11,1.1905
10/8/14,33,1.2334
10/7/14,33.44,2.1227
10/6/14,34.04,1.2166
10/3/14,33.77,1.7103
10/2/14,34.37,2.0103
10/1/14,34.15,2.0912
9/30/14,34.41,1.5447
9/29/14,35.52,0.8556
9/26/14,35.16,2.4909
9/25/14,34.83,1.6731
9/24/14,35,2.1642
9/23/14,34.44,0.7508
9/22/14,34.19,2.0541
9/19/14,34.57,1.9786
9/18/14,34.62,2.3542
9/17/14,35.01,1.313
9/16/14,35.25,0.9597
9/15/14,34.56,1.1779
9/12/14,34.38,1.1923
9/11/14,34.69,1.1212
9/10/14,34.26,3.0375
9/9/14,34.62,0.8558
9/8/14,34.7,1.5969
9/5/14,34.9,2.2862
9/4/14,35.3,1.2043
9/3/14,35.55,0.7123
9/2/14,34.79,0.4836
8/29/14,35.76,0.377
8/28/14,35.32,0.6837
8/27/14,35.03,0.344
8/26/14,35.04,1.1923
8/25/14,34.87,1.5098
8/22/14,34.96,0.8674
8/21/14,35.09,0.9415
8/20/14,34.86,0.3022
8/19/14,34.71,0.6212
8/18/14,35.06,0.7473
8/15/14,35.44,0.9
8/14/14,35.11,1.1785
8/13/14,36.02,0.7747
8/12/14,35.99,0.3653
8/11/14,36.22,0.573
8/8/14,36.12,0.4447
8/7/14,36.16,0.2419
8/6/14,35.95,0.4349
8/5/14,36.16,0.9727
8/4/14,36.48,1.1231
8/1/14,36.19,3.0258
7/31/14,36.315,1.6094
7/30/14,36.92,1.1132
7/29/14,37.39,0.7809
7/28/14,37.64,1.0973
7/25/14,37.77,0.8839
7/24/14,37.82,0.7952
7/23/14,38.16,0.6325
7/22/14,37.95,1.4774
7/21/14,38.1,1.4866
7/18/14,37.72,0.6427
7/17/14,37.83,0.2605
7/16/14,37.31,0.519
7/15/14,36.88,1.1886
7/14/14,37.32,1.1967
7/11/14,37.16,1.1997
7/10/14,37.9,0.4399
7/9/14,37.69,1.7346
7/8/14,38.18,0.9391
7/7/14,38.17,1.1845
7/3/14,38.25,1.3463
7/2/14,38.4,1.3395
7/1/14,38.86,0.7021
6/30/14,38.88,0.3804
6/27/14,38.98,0.2882
6/26/14,38.97,1.3613
6/25/14,39.29,0.7676
6/24/14,39.09,1.1297
6/23/14,39.16,1.5172
6/20/14,39.32,0.225
6/19/14,39.13,0.2873
6/18/14,39.01,1.3814
6/17/14,38.99,1.2566
6/16/14,39.17,1.0119
6/13/14,39.12,0.4705
6/12/14,39.08,0.4964
6/11/14,38.25,0.2678
6/10/14,38.28,0.8245
6/9/14,38.18,1.384
6/6/14,37.61,2.8866
6/5/14,37.55,2.2861
6/4/14,37.51,1.5121
6/3/14,37.64,1.058
6/2/14,37.53,0.994
5/30/14,37.68,1.4088
5/29/14,37.91,4.046
5/28/14,37.68,3.6514
5/27/14,38.14,1.0634
5/23/14,38.18,0.8
5/22/14,38.01,2.1069
5/21/14,37.98,1.3338
5/20/14,37.52,3.0804
5/19/14,37.38,2.3867
5/16/14,37.23,1.8501
5/15/14,37.04,1.2186
5/14/14,37.18,0.5776
5/13/14,37.04,1.0503
5/12/14,36.59,0.6469
5/9/14,36.4,1.3472
5/8/14,36.49,1.1778
5/7/14,36.6,0.5176
5/6/14,36.19,1.2908
5/5/14,36.14,2.0688
5/2/14,36.29,0.4598
5/1/14,36.16,2.252
4/30/14,36.32,1.6989
4/29/14,36.72,1.5695
4/28/14,36.71,3.7028
4/25/14,36.6,2.2572
4/24/14,37.05,1.0491
4/23/14,36.91,1.5887
4/22/14,37,1.8518
4/21/14,37.64,3.9134
4/17/14,37.66,2.8088
4/16/14,37.48,1.747
4/15/14,37.39,1.1592
4/14/14,37.38,0.9193
4/11/14,37.18,1.1899
4/10/14,37.2,0.8103
4/9/14,37.22,0.8464
4/8/14,36.9,1.8193
4/7/14,36.28,1.0002
4/4/14,36.43,0.7972
4/3/14,36.14,2.2329
4/2/14,35.8,2.2303
4/1/14,35.83,1.7399
3/31/14,36.59,3.8306
3/28/14,36.62,1.4341
3/27/14,36.5,1.3641
3/26/14,36.09,1.2571
3/25/14,35.77,1.5276
3/24/14,35.82,0.9767
3/21/14,35.84,1.8606
3/20/14,35.58,1.0613
3/19/14,35.71,3.028
3/18/14,35.58,0.9963
3/17/14,35.15,1.0243
3/14/14,35.53,0.9915
3/13/14,35.34,0.8992
3/12/14,35.35,2.4453
3/11/14,35.81,4.6248
3/10/14,36.3,2.061
3/7/14,36.78,0.8701
3/6/14,36.57,0.8801
3/5/14,36.24,1.2028
3/4/14,37.06,0.7717
3/3/14,37.52,0.8125
2/28/14,36.74,0.565
2/27/14,36.69,1.0642
2/26/14,36.75,0.8508
2/25/14,36.59,1.2474
2/24/14,36.79,2.2446
2/21/14,36.69,0.3696
2/20/14,36.88,1.0723
2/19/14,36.9,1.0077
2/18/14,36.66,0.733
2/14/14,35.91,1.8015
2/13/14,35.87,2.7853
2/12/14,35.8,1.8778
2/11/14,35.64,1.6838
2/10/14,35.63,1.2991
2/7/14,35.64,1.5606
2/6/14,34.9,1.4538
2/5/14,34.71,1.1788
2/4/14,34.74,1.27
2/3/14,34.52,1.3938
1/31/14,34.8,1.5435
1/30/14,34.95,0.9417
1/29/14,34.73,1.7624
1/28/14,34.69,0.8888
1/27/14,34.23,2.4122
1/24/14,34.58,1.8799
1/23/14,34.72,1.7573
1/22/14,34.56,0.8625
1/21/14,33.99,1.407
1/17/14,33.69,1.3885
1/16/14,33.65,0.7245
1/15/14,33.77,0.7055
1/14/14,33.04,1.3466
1/13/14,32.81,0.7549
1/10/14,33.19,0.5393
1/9/14,33.08,1.4114
1/8/14,33.16,1.3053
1/7/14,33.58,1.0809
1/6/14,33.57,0.8316
1/3/14,33.75,1.4128
1/2/14,34.23,1.6214
12/31/13,35.32,1.1801
12/30/13,35.53,0.8903
12/27/13,35.84,0.5825
12/26/13,35.65,2.1859
12/24/13,35.49,3.4399
12/23/13,35.36,0.749
12/20/13,35.48,0.939
12/19/13,35.32,0.9013
12/18/13,35.03,0.7255
12/17/13,34.87,0.8299
12/16/13,34.94,0.5487
12/13/13,34.64,1.1395
12/12/13,34.97,0.8331
12/11/13,34.98,0.8896
12/10/13,35.31,1.0396
12/9/13,34.91,0.9406
12/6/13,35.05,0.7613
12/5/13,34.93,0.5353
12/4/13,34.88,0.5335
12/3/13,34.51,0.3801
12/2/13,33.68,1.1647
11/29/13,33.46,0.9955
11/27/13,33.19,1.3625
11/26/13,33.69,0.5244
11/25/13,33.82,0.9443
11/22/13,34.04,1.7944
11/21/13,34.17,0.6284
11/20/13,33.63,1.0985
11/19/13,33.72,1.5899
11/18/13,33.62,1.4941
11/15/13,33.88,1.897
11/14/13,33.93,0.8775
11/13/13,33.9,1.4944
11/12/13,33.64,2.0067
11/11/13,34.26,0.7892
11/8/13,34.01,0.7948
11/7/13,33.97,0.4624
11/6/13,34.189,1.2721
11/5/13,33.67,1.8662
11/4/13,34.04,1.1552
11/1/13,34.129,1.015
10/31/13,34.69,0.5863
10/30/13,34.85,1.3111
10/29/13,35.41,1.1385
10/28/13,35.55,1.7035
10/25/13,35.32,1.7581
10/24/13,34.99,1.3076
10/23/13,34.95,1.7239
10/22/13,35.41,1.9905
10/21/13,35.94,1.3374
10/18/13,36.45,1.9538
10/17/13,36.38,2.3105
10/16/13,36.92,1.5302
10/15/13,36.47,3.484
10/14/13,36.87,1.3568
10/11/13,36.75,3.0118
10/10/13,37.1,1.4531
10/9/13,36.55,2.9916
10/8/13,37.31,2.6273
10/7/13,37.14,2.1299
10/4/13,37.31,1.2371
10/3/13,37.14,0.9887
10/2/13,37.42,0.6689
10/1/13,36.68,2.3331
9/30/13,36.85,2.8902
9/27/13,36.96,1.1952
9/26/13,37.08,1.3571
9/25/13,36.88,1.1336
9/24/13,37.22,2.6048
9/23/13,37.27,2.048
9/20/13,37.77,1.4174
9/19/13,38.08,1.9921
9/18/13,38.68,0.977
9/17/13,37.74,1.0597
9/16/13,38.11,2.3811
9/13/13,38.85,1.4008
9/12/13,38.865,0.8186
9/11/13,38.48,1.0745
9/10/13,38.335,2.6695
9/9/13,38.94,1.9561
9/6/13,39.36,1.5629
9/5/13,38.69,0.9293
9/4/13,38.34,0.7209
9/3/13,38.76,0.6993
8/30/13,38.48,1.1747
8/29/13,38.58,0.8367
8/28/13,39.08,0.7581
8/27/13,38.87,0.51
8/26/13,37.96,1.7504
8/23/13,37.95,1.3604
8/22/13,37.54,2.0369
8/21/13,37.17,1.9501
8/20/13,37.52,2.1241
8/19/13,38.17,1.3533
8/16/13,38.4,1.3623
8/15/13,38.24,1.2561
8/14/13,38.09,1.0354
8/13/13,37.9,1.2964
8/12/13,37.76,1.6066
8/9/13,37.59,1.3043
8/8/13,36.84,1.5809
8/7/13,37.01,1.4158
8/6/13,37.46,1.6673
8/5/13,37.83,1.6813
8/2/13,37.94,1.2839
8/1/13,38.27,8.1032
7/31/13,37.36,3.7984
7/30/13,36.67,2.1394
7/29/13,37.13,1.3059
7/26/13,37.21,5.0801
7/25/13,37.58,7.191
7/24/13,37.4,3.1015
7/23/13,38.09,1.4955
7/22/13,37.92,1.8217
7/19/13,38.45,1.1
7/18/13,38.34,1.0113
7/17/13,37.8,2.4324
7/16/13,37.48,2.2384
7/15/13,37.67,1.6629
7/12/13,37.56,4.2
7/11/13,37.01,3.9033
7/10/13,37.43,2.2457
7/9/13,36.77,0.7513
7/8/13,36.41,1.3169
7/5/13,36.56,1.0794
7/3/13,35.84,1.0212
7/2/13,35.21,1.7003
7/1/13,34.67,1.2519
6/28/13,34.18,2.3481
6/27/13,34.33,1.2103
6/26/13,33.8,1.4847
6/25/13,33.74,1.3527
6/24/13,33.64,1.3402
6/21/13,33.23,2.0897
6/20/13,33.63,1.8606
6/19/13,34.78,1.7276
6/18/13,34.96,1.0703
6/17/13,34.76,1.4085
6/14/13,34.74,0.9535
6/13/13,34.33,2.9326
6/12/13,34.03,1.7749
6/11/13,33.79,1.3885
6/10/13,34,1.4175
6/7/13,34.16,1.7621
6/6/13,33.62,2.2909
6/5/13,33.26,3.0201
6/4/13,33.2,1.4171
6/3/13,33.16,2.7926
5/31/13,32.61,1.0043
5/30/13,33.25,1.5993
5/29/13,33.1,0.9714
5/28/13,33.79,0.9567
5/24/13,33.37,2.4278
5/23/13,33.54,1.0322
5/22/13,33.46,1.4966
5/21/13,34.11,1.1081
5/20/13,34.439,1.6087
5/17/13,34.21,0.9885
5/16/13,33.87,1.5673
5/15/13,33.61,1.5528
5/14/13,33.56,1.3847
5/13/13,33.86,1.3901
5/10/13,34.14,1.3477
5/9/13,34.17,2.0211
5/8/13,34.4,1.7223
5/7/13,34.01,1.94
5/6/13,34.14,1.1968
5/3/13,34.01,2.1664
5/2/13,33.49,1.7145
5/1/13,32.39,2.0727
4/30/13,33.16,2.3031
4/29/13,33.61,1.0283
4/26/13,33.12,2.1795
4/25/13,33.25,1.042
4/24/13,32.659,1.3563
4/23/13,31.86,1.0076
4/22/13,31.82,1.7022
4/19/13,31.39,1.5584
4/18/13,31.64,1.2013
4/17/13,31.01,1.8165
4/16/13,31.76,1.9441
4/15/13,31.49,1.2128
4/12/13,32.53,1.7449
4/11/13,33.46,1.1038
4/10/13,33.83,1.1426
4/9/13,33.64,1.1304
4/8/13,33.49,1.5976
4/5/13,33.28,1.082
4/4/13,33.39,1.0453
4/3/13,33.76,1.1641
4/2/13,34.65,1.2077
4/1/13,34.68,1.4046
3/28/13,34.75,1.1571
3/27/13,34.55,0.7032
3/26/13,34.45,1.6631
3/25/13,33.85,0.9713
3/22/13,33.61,1.4636
3/21/13,33.05,1.5748
3/20/13,33.45,2.2382
3/19/13,33.07,1.3237
3/18/13,33.65,1.5572
3/15/13,33.6,1.3635
3/14/13,33.42,1.5024
3/13/13,33.19,1.1921
3/12/13,33.26,2.081
3/11/13,33.04,1.4202
3/8/13,33.05,0.5136
3/7/13,32.94,1.0917
3/6/13,32.54,1.5011
3/5/13,32.69,1.1027
3/4/13,32.4,1.3487
3/1/13,32.74,1.3723
2/28/13,33.06,1.0775
2/27/13,33.4,1.4563
2/26/13,33.33,1.4489
2/25/13,33.21,1.4277
2/22/13,33.6,0.5236
2/21/13,33.43,1.6095
2/20/13,34.17,0.7443
2/19/13,34.96,2.0183
2/15/13,34.72,1.0273
2/14/13,35.27,1.3417
2/13/13,35.19,2.3751
2/12/13,35.28,1.087
2/11/13,35.12,0.6471
2/8/13,34.7,1.8148
2/7/13,34.68,0.7647
2/6/13,35.04,0.8217
2/5/13,35.03,1.7071
2/4/13,34.78,0.7136
2/1/13,35.35,1.7078
1/31/13,35.28,1.2748
1/30/13,35.49,1.4697
1/29/13,35.29,1.8963
1/28/13,34.94,0.4648
1/25/13,34.78,1.5038
1/24/13,34.76,1.5166
1/23/13,34.61,1.862
1/22/13,35.01,1.0151
1/18/13,34.77,0.7289
1/17/13,34.67,1.265
1/16/13,34.28,1.3076
1/15/13,33.99,1.1001
1/14/13,34.28,1.1346
1/11/13,34.06,0.5273
1/10/13,34.17,1.3794
1/9/13,33.88,0.8691
1/8/13,33.96,0.871
1/7/13,33.92,0.7639
1/4/13,33.88,1.0993
1/3/13,33.74,1.7862
1/2/13,33.82,1.2703
12/31/12,33.37,1.3389
12/28/12,33.04,0.7562
12/27/12,33.19,0.8137
12/26/12,33.15,1.0726
12/24/12,32.24,1.2395
12/21/12,32.36,0.8974
12/20/12,32.73,0.7678
12/19/12,32.67,0.7777
12/18/12,32.18,0.9863
12/17/12,32.005,0.9288
12/14/12,31.81,0.9962
12/13/12,31.58,2.5014
12/12/12,31.78,1.0911
12/11/12,31.47,0.8363
12/10/12,31.39,1.5409
12/7/12,31.53,1.0527
12/6/12,31.66,1.632
12/5/12,32.22,2.2795
12/4/12,32.405,0.9476
12/3/12,32.6,1.0748
11/30/12,32.56,1.1032
11/29/12,32.17,0.9639
11/28/12,31.79,1.2883
11/27/12,31.98,0.9461
11/26/12,32.19,1.4642
11/23/12,32.32,1.3791
11/21/12,32.12,1.0738
11/20/12,31.95,0.762
11/19/12,32.67,0.6616
11/16/12,31.9276,0.6699
11/15/12,31.49,1.0788
11/14/12,31.77,0.6997
11/13/12,31.41,1.3469
11/12/12,31.59,0.6567
11/9/12,31.73,0.8656
11/8/12,31.3,0.5494
11/7/12,31.2094,1.1192
11/6/12,32.56,0.5934
11/5/12,31.61,0.8396
11/2/12,31.35,1.5675
11/1/12,32.06,1.2546
10/31/12,31.78,1.2569
10/26/12,31.79,0.6524
10/25/12,31.78,1.1426
10/24/12,31.63,1.4597
10/23/12,31.97,1.1039
10/22/12,32.9,0.9614
10/19/12,33.34,1.0407
10/18/12,34.07,0.8126
10/17/12,34.1,2.153
10/16/12,34.135,0.9975
10/15/12,34,1.3259
10/12/12,34,0.7717
10/11/12,34.29,0.8378
10/10/12,33.84,0.8512
10/9/12,34.18,0.5062
10/8/12,33.22,0.7553
10/5/12,33.35,0.6064
10/4/12,33.94,0.6376
10/3/12,32.61,0.7663
10/2/12,34.02,1.0753
10/1/12,34.25,0.2643
9/28/12,34.12,0.7357
9/27/12,34.15,0.7848
9/26/12,33.34,1.2334
9/25/12,33.75,0.9563
9/24/12,34.09,0.6888
9/21/12,34.49,1.0674
9/20/12,34.51,0.5775
9/19/12,34.12,0.7163
9/18/12,35.57,0.9211
9/17/12,35.75,0.8012
9/14/12,36.84,0.8872
9/13/12,36.51,0.7033
9/12/12,36.04,0.5938
9/11/12,36.11,0.8797
9/10/12,35.85,1.0427
9/7/12,35.88,1.2385
9/6/12,35.23,1.3715
9/5/12,35.57,0.9235
9/4/12,35.51,0.6231
8/31/12,35.89,1.4934
8/30/12,35.26,0.9039
8/29/12,35.38,2.16
8/28/12,35.79,0.6566
8/27/12,35.61,1.418
8/24/12,35.68,0.7846
8/23/12,35.76,1.2717
8/22/12,36.22,0.6381
8/21/12,35.98,0.3907
8/20/12,35.83,1.0747
8/17/12,35.95,0.5658
8/16/12,35.56,0.7931
8/15/12,35.19,0.447
8/14/12,34.92,1.5811
8/13/12,34.66,0.9159
8/10/12,34.85,0.8692
8/9/12,34.93,1.0841
8/8/12,34.87,0.7467
8/7/12,34.91,1.3563
8/6/12,34.42,1.0445
8/3/12,34.07,0.5564
8/2/12,32.6,0.6687
8/1/12,33.17,0.8582
7/31/12,32.68,0.6188
7/30/12,33.45,0.6459
7/27/12,33.67,0.7976
7/26/12,33.41,0.7979
7/25/12,33.21,1.0554
7/24/12,33.15,1.579
7/23/12,33,1.3636
7/20/12,34.2,0.4221
7/19/12,34.64,0.6747
7/18/12,33.69,0.5298
7/17/12,33.38,1.3072
7/16/12,33.12,1.1373
7/13/12,32.68,0.6922
7/12/12,32.2,0.7866
7/11/12,32.33,1.0885
7/10/12,31.52,1.055
7/9/12,32.17,0.5587
7/6/12,31.59,0.7662
7/5/12,32.62,0.6431
7/3/12,32.94,0.6063
7/2/12,31.43,0.6789
6/29/12,31.83,0.8559
6/28/12,29.5,0.7307
6/27/12,30.2,0.8107
6/26/12,29.81,0.9301
6/25/12,29.8,0.8106
6/22/12,30.1,0.8285
6/21/12,29.455,0.905
6/20/12,30.49,0.7205
6/19/12,31.68,0.8137
6/18/12,31.32,0.9149
6/15/12,31.63,0.9495
6/14/12,31.73,0.4213
6/13/12,31.1,0.7543
6/12/12,31.415,0.7849
6/11/12,30.699,0.7295
6/8/12,31.8,0.9185
6/7/12,31.72,0.8153
6/6/12,32.15,0.7239
6/5/12,31.76,0.5756
6/4/12,31.76,0.771
6/1/12,31.43,0.8447
5/31/12,32.61,0.6538
5/30/12,33.02,1.2873
5/29/12,34.23,0.6268
5/25/12,34.22,0.4497
5/24/12,34.26,2.1527
5/23/12,34.09,0.5571
5/22/12,34.48,1.2564
5/21/12,35.15,0.6514
5/18/12,34.43,1.1117
5/17/12,35.04,0.7676
5/16/12,35.05,0.7544
5/15/12,35.28,1.0912
5/14/12,35.61,0.7246
5/11/12,36.26,1.0578
5/10/12,36.61,0.8353
5/9/12,36.52,1.4998
5/8/12,36.87,1.1909
5/7/12,37.05,0.989
5/4/12,37.29,1.0522
5/3/12,38.83,1.5744
5/2/12,39.89,1.1076
5/1/12,40.15,0.8484
4/30/12,39.68,2.1167
4/27/12,39.62,0.715
4/26/12,39.53,1.7132
4/25/12,39.41,0.7098
4/24/12,39.17,1.0616
4/23/12,39.03,1.2361
4/20/12,39.39,0.8979
4/19/12,38.96,1.1994
4/18/12,39.05,0.5748
4/17/12,39.64,1.2517
4/16/12,39.18,1.1436
4/13/12,39.15,0.994
4/12/12,39.44,0.8955
4/11/12,39.01,1.8332
4/10/12,38.51,1.7372
4/9/12,38.97,1.1325
4/5/12,39.26,0.6773
4/4/12,38.84,1.4687
4/3/12,39.66,1.0285
4/2/12,40.03,0.8008
3/30/12,39.23,0.662
3/29/12,39.29,0.4691
3/28/12,40.19,0.3803
3/27/12,40.71,1.2295
3/26/12,40.77,1.1182
3/23/12,40.69,0.5608
3/22/12,40.14,1.0799
3/21/12,40.66,1.3813
3/20/12,40.43,1.836
3/19/12,41.29,0.2265
3/16/12,41.03,0.7087
3/15/12,40.28,0.9774
3/14/12,40.41,1.3206
3/13/12,40.83,0.6606
3/12/12,40.7,0.6514
3/9/12,41.09,0.8281
3/8/12,40.82,1.1589
3/7/12,40.61,2.0941
3/6/12,40.13,0.4376
3/5/12,40.97,0.4377
3/2/12,40.77,1.0238
3/1/12,41.75,0.5991
2/29/12,40.92,0.679
2/28/12,40.79,0.7921
2/27/12,41.18,0.5011
2/24/12,42.01,0.5436
2/23/12,41.37,0.9618
2/22/12,40.59,0.9264
2/21/12,40.58,0.9253
2/17/12,39.75,0.634
2/16/12,39.28,0.7113
2/15/12,39.18,0.3131
2/14/12,38.84,0.5954
2/13/12,38.69,0.4897
2/10/12,38.02,0.9548
2/9/12,38.33,0.8803
2/8/12,38.04,0.7983
2/7/12,37.95,0.6994
2/6/12,37.33,0.5087
2/3/12,37.59,0.5886
2/2/12,37.13,1.1398
2/1/12,37.38,0.8656
1/31/12,37.82,1.1156
1/30/12,38.01,0.6753
1/27/12,38.3,0.767
1/26/12,38.37,0.9452
1/25/12,38.35,4.1085
1/24/12,38.1,0.5613
1/23/12,38.39,0.6322
1/20/12,37.78,0.693
1/19/12,38.69,0.771
1/18/12,38.83,0.5537
1/17/12,38.79,0.832
1/13/12,38.16,1.3233
1/12/12,38.06,0.7696
1/11/12,38.92,0.8792
1/10/12,39.34,1.6106
1/9/12,39.08,0.6728
1/6/12,39.22,0.4693
1/5/12,39.17,0.704
1/4/12,39.77,0.5187
1/3/12,39.69,0.3826
12/30/11,38.11,0.4359
12/29/11,38.41,0.534
12/28/11,38.34,0.8507
12/27/11,39.06,0.7082
12/23/11,38.49,0.9102
12/22/11,38.28,0.8268
12/21/11,38.11,0.6454
12/20/11,37.555,0.8173
12/19/11,36.2,0.7315
12/16/11,36.27,1.3632
12/15/11,36.13,2.4323
12/14/11,36.66,2.1326
12/13/11,38.61,0.5447
12/12/11,37.88,1.172
12/9/11,38.5,0.8547
12/8/11,37.78,1.1384
12/7/11,38.81,0.9496
12/6/11,39,0.9408
12/5/11,39.01,0.6154
12/2/11,39.03,0.6402
12/1/11,38.61,0.9695
11/30/11,38.78,0.5042
11/29/11,38.55,0.776
11/28/11,37.85,1.9616
11/25/11,37.16,0.8069
11/23/11,37.16,1.0694
11/22/11,37.82,3.4368
11/21/11,37.59,1.3779
11/18/11,37.82,1.1545
11/17/11,38.23,1.0933
11/16/11,39.34,0.9154
11/15/11,38.429,0.3876
11/14/11,37.86,1.1253
11/11/11,38.21,0.4145
11/10/11,37.72,1.0509
11/9/11,37,1.3855
11/8/11,37.43,0.6291
11/7/11,37.09,0.7485
11/4/11,36.46,0.7714
11/3/11,36.32,1.0792
11/2/11,35.67,1.1245
11/1/11,35.2,1.6295
10/31/11,35.74,0.9479
10/28/11,36.03,1.2755
10/27/11,36.21,1.3998
10/26/11,35.06,1.197
10/25/11,35.8,1.2056
10/24/11,35.38,0.8815
10/21/11,33.85,0.8903
10/20/11,33.33,1.081
10/19/11,33.31,1.2878
10/18/11,34.15,0.7218
10/17/11,33.43,0.7513
10/14/11,33.87,0.622
10/13/11,32.65,1.0892
10/12/11,32.92,0.2845
10/11/11,33.01,0.4886
10/10/11,33.24,1.1477
10/7/11,32.04,1.7899
10/6/11,31.98,0.6819
10/5/11,30.84,0.4537
10/4/11,29.91,1.1489
10/3/11,29.74,1.3244
9/30/11,30.49,1.2081
9/29/11,31.97,1.3636
9/28/11,31.25,0.9295
9/27/11,32.37,0.9928
9/26/11,31.47,1.044
9/23/11,31.09,0.991
9/22/11,31.13,0.8402
9/21/11,32.92,0.8601
9/20/11,33.43,1.0918
9/19/11,33.29,1.428
9/16/11,34.14,0.9114
9/15/11,34.6,1.207
9/14/11,34.34,1.57
9/13/11,34.85,1.0816
9/12/11,34.42,1.1182
9/9/11,33.85,1.661
9/8/11,34.46,0.9782
9/7/11,34.69,1.1536
9/6/11,33.59,0.8438
9/2/11,33.64,1.0506
9/1/11,34.47,1.0846
8/31/11,34.51,1.3736
8/30/11,34.44,0.9913
8/29/11,33.96,1.2497
8/26/11,33.15,1.0633
8/25/11,32.97,1.0388
8/24/11,33.08,1.1528
8/23/11,33.42,0.8092
8/22/11,32.72,0.9938
8/19/11,32.12,1.0608
8/18/11,31.72,1.3997
8/17/11,34.01,1.7341
8/16/11,33.83,1.3433
8/15/11,34.22,0.8728
8/12/11,33.23,1.1452
8/11/11,33.3,0.9859
8/10/11,31.78,0.6342
8/9/11,31.62,1.0154
8/8/11,31.51,1.4367
8/5/11,33.95,1.2034
8/4/11,33.726,1.5369
8/3/11,35.86,1.23
8/2/11,36.4,0.7238
8/1/11,37.2,1.3523
7/29/11,37.42,1.4804
7/28/11,37.91,0.5613
7/27/11,37.97,0.8458
7/26/11,38.81,1.1428
7/25/11,38.68,0.6065
7/22/11,38.93,0.286
7/21/11,38.72,0.9416
7/20/11,38.4,1.055
7/19/11,38.25,1.2009
7/18/11,37.59,1.8841
7/15/11,38.13,1.6485
7/14/11,37.55,1.3193
7/13/11,38.35,1.0416
7/12/11,37.93,0.6323
7/11/11,37.29,1.3027
7/8/11,37.8,0.8526
7/7/11,38.61,0.9618
7/6/11,37.89,1.8931
7/5/11,37.96,0.8712
7/1/11,37.15,1.3177
6/30/11,37.24,1.2304
6/29/11,37.23,0.9085
6/28/11,36.42,0.7014
6/27/11,35.64,0.7383
6/24/11,35.81,0.6824
6/23/11,36.01,1.0994
6/22/11,37.1,0.5429
6/21/11,36.79,1.0324
6/20/11,36.72,0.8176
6/17/11,36.63,1.45
6/16/11,37.42,1.9199
6/15/11,37.58,1.5491
6/14/11,39.1,1.0616
6/13/11,38.26,1.4997
6/10/11,39.07,1.6699
6/9/11,40.14,1.5856
6/8/11,39.85,2.1594
6/7/11,39.05,1.1169
6/6/11,39,1.738
6/3/11,39.66,1.5889
6/2/11,39.68,1.2621
